item_id,timestamp,target
T10,2009-09-11,7051.0
T10,2009-09-12,1906.0
T10,2009-09-13,1736.0
T10,2009-09-14,6437.0
T10,2009-09-15,6627.0
T10,2009-09-16,6782.0
T10,2009-09-17,6313.0
T10,2009-09-18,6794.0
T10,2009-09-19,1679.0
T10,2009-09-20,1493.0
T10,2009-09-21,6353.0
T10,2009-09-22,6329.0
T10,2009-09-23,6552.0
T10,2009-09-24,6457.0
T10,2009-09-25,6715.0
T10,2009-09-26,2369.0
T10,2009-09-27,1327.0
T10,2009-09-28,5902.0
T10,2009-09-29,6495.0
T10,2009-09-30,6516.0
T10,2009-10-01,6248.0
T10,2009-10-02,5849.0
T10,2009-10-03,2334.0
T10,2009-10-04,1308.0
T10,2009-10-05,5727.0
T10,2009-10-06,6208.0
T10,2009-10-07,6326.0
T10,2009-10-08,6457.0
T10,2009-10-09,7086.0
T10,2009-10-10,1713.0
T10,2009-10-11,1322.0
T10,2009-10-12,6087.0
T10,2009-10-13,6389.0
T10,2009-10-14,7019.0
T10,2009-10-15,6376.0
T10,2009-10-16,6223.0
T10,2009-10-17,1631.0
T10,2009-10-18,1246.0
T10,2009-10-19,6031.0
T10,2009-10-20,6559.0
T10,2009-10-21,6340.0
T10,2009-10-22,6289.0
T10,2009-10-23,6227.0
T10,2009-10-24,2216.0
T10,2009-10-25,1805.0
T10,2009-10-26,6272.0
T10,2009-10-27,6525.0
T10,2009-10-28,6292.0
T10,2009-10-29,6581.0
T10,2009-10-30,6687.0
T10,2009-10-31,1906.0
T10,2009-11-01,1262.0
T10,2009-11-02,4387.0
T10,2009-11-03,1197.0
T10,2009-11-04,6257.0
T10,2009-11-05,6423.0
T10,2009-11-06,6418.0
T10,2009-11-07,2083.0
T10,2009-11-08,1183.0
T10,2009-11-09,6273.0
T10,2009-11-10,6463.0
T10,2009-11-11,6545.0
T10,2009-11-12,6712.0
T10,2009-11-13,6446.0
T10,2009-11-14,2156.0
T10,2009-11-15,1311.0
T10,2009-11-16,5263.0
T10,2009-11-17,6217.0
T10,2009-11-18,6344.0
T10,2009-11-19,6445.0
T10,2009-11-20,8116.0
T10,2009-11-21,2073.0
T10,2009-11-22,1271.0
T10,2009-11-23,6553.0
T10,2009-11-24,6848.0
T10,2009-11-25,6564.0
T10,2009-11-26,6379.0
T10,2009-11-27,6347.0
T10,2009-11-28,2418.0
T10,2009-11-29,1433.0
T10,2009-11-30,6205.0
T10,2009-12-01,6923.0
T10,2009-12-02,6357.0
T10,2009-12-03,6546.0
T10,2009-12-04,6919.0
T10,2009-12-05,2009.0
T10,2009-12-06,1645.0
T10,2009-12-07,6096.0
T10,2009-12-08,5939.0
T10,2009-12-09,6752.0
T10,2009-12-10,6335.0
T10,2009-12-11,6393.0
T10,2009-12-12,1998.0
T10,2009-12-13,1188.0
T10,2009-12-14,6182.0
T10,2009-12-15,6349.0
T10,2009-12-16,7073.0
T10,2009-12-17,5868.0
T10,2009-12-18,6631.0
T10,2009-12-19,2204.0
T10,2009-12-20,1248.0
T10,2009-12-21,5673.0
T10,2009-12-22,5733.0
T10,2009-12-23,5655.0
T10,2009-12-24,3330.0
T10,2009-12-25,715.0
T10,2009-12-26,932.0
T10,2009-12-27,1403.0
T10,2009-12-28,1609.0
T10,2009-12-29,3687.0
T10,2009-12-30,3554.0
T10,2009-12-31,4731.0
T10,2010-01-01,2956.0
T10,2010-01-02,1382.0
T10,2010-01-03,1020.0
T10,2010-01-04,4434.0
T10,2010-01-05,4521.0
T10,2010-01-06,4678.0
T10,2010-01-07,4577.0
T10,2010-01-08,4520.0
T10,2010-01-09,1251.0
T10,2010-01-10,1180.0
T10,2010-01-11,4815.0
T10,2010-01-12,5431.0
T10,2010-01-13,5597.0
T10,2010-01-14,5615.0
T10,2010-01-15,5364.0
T10,2010-01-16,2075.0
T10,2010-01-17,1229.0
T10,2010-01-18,5620.0
T10,2010-01-19,6311.0
T10,2010-01-20,6130.0
T10,2010-01-21,6363.0
T10,2010-01-22,5643.0
T10,2010-01-23,2224.0
T10,2010-01-24,1559.0
T10,2010-01-25,4322.0
T10,2010-01-26,1750.0
T10,2010-01-27,5768.0
T10,2010-01-28,6176.0
T10,2010-01-29,5798.0
T10,2010-01-30,1992.0
T10,2010-01-31,1183.0
T10,2010-02-01,5923.0
T10,2010-02-02,6452.0
T10,2010-02-03,6381.0
T10,2010-02-04,5562.0
T10,2010-02-05,6216.0
T10,2010-02-06,1812.0
T10,2010-02-07,1616.0
T10,2010-02-08,6201.0
T10,2010-02-09,6266.0
T10,2010-02-10,6110.0
T10,2010-02-11,9071.0
T10,2010-02-12,6391.0
T10,2010-02-13,4705.0
T10,2010-02-14,1963.0
T10,2010-02-15,8909.0
T10,2010-02-16,6609.0
T10,2010-02-17,6270.0
T10,2010-02-18,6695.0
T10,2010-02-19,7168.0
T10,2010-02-20,1841.0
T10,2010-02-21,1679.0
T10,2010-02-22,6011.0
T10,2010-02-23,6624.0
T10,2010-02-24,6638.0
T10,2010-02-25,6870.0
T10,2010-02-26,7206.0
T10,2010-02-27,2259.0
T10,2010-02-28,1663.0
T10,2010-03-01,6308.0
T10,2010-03-02,6456.0
T10,2010-03-03,9016.0
T10,2010-03-04,6261.0
T10,2010-03-05,6479.0
T10,2010-03-06,2112.0
T10,2010-03-07,1808.0
T10,2010-03-08,1394.0
T10,2010-03-09,6465.0
T10,2010-03-10,6250.0
T10,2010-03-11,6626.0
T10,2010-03-12,6787.0
T10,2010-03-13,3609.0
T10,2010-03-14,2101.0
T10,2010-03-15,6526.0
T10,2010-03-16,7030.0
T10,2010-03-17,6876.0
T10,2010-03-18,6900.0
T10,2010-03-19,6812.0
T10,2010-03-20,3695.0
T10,2010-03-21,1939.0
T10,2010-03-22,6350.0
T10,2010-03-23,6754.0
T10,2010-03-24,6556.0
T10,2010-03-25,6637.0
T10,2010-03-26,6928.0
T10,2010-03-27,2284.0
T10,2010-03-28,2722.0
T10,2010-03-29,6035.0
T10,2010-03-30,6481.0
T10,2010-03-31,7025.0
T10,2010-04-01,6398.0
T10,2010-04-02,3522.0
T10,2010-04-03,2279.0
T10,2010-04-04,2442.0
T10,2010-04-05,1531.0
T10,2010-04-06,5931.0
T10,2010-04-07,6672.0
T10,2010-04-08,6634.0
T10,2010-04-09,7626.0
T10,2010-04-10,2562.0
T10,2010-04-11,2271.0
T10,2010-04-12,6663.0
T10,2010-04-13,6823.0
T10,2010-04-14,7112.0
T10,2010-04-15,6998.0
T10,2010-04-16,7128.0
T10,2010-04-17,2845.0
T10,2010-04-18,2513.0
T10,2010-04-19,7013.0
T10,2010-04-20,6900.0
T10,2010-04-21,7121.0
T10,2010-04-22,7243.0
T10,2010-04-23,7085.0
T10,2010-04-24,1980.0
T10,2010-04-25,2639.0
T10,2010-04-26,1427.0
T10,2010-04-27,6676.0
T10,2010-04-28,6953.0
T10,2010-04-29,7341.0
T10,2010-04-30,8024.0
T10,2010-05-01,2412.0
T10,2010-05-02,1439.0
T10,2010-05-03,6596.0
T10,2010-05-04,6580.0
T10,2010-05-05,6983.0
T10,2010-05-06,6737.0
T10,2010-05-07,6717.0
T10,2010-05-08,2469.0
T10,2010-05-09,1662.0
T10,2010-05-10,7784.0
T10,2010-05-11,7343.0
T10,2010-05-12,6871.0
T10,2010-05-13,6366.0
T10,2010-05-14,7152.0
T10,2010-05-15,2378.0
T10,2010-05-16,2085.0
T10,2010-05-17,6610.0
T10,2010-05-18,7005.0
T10,2010-05-19,6951.0
T10,2010-05-20,6991.0
T10,2010-05-21,7039.0
T10,2010-05-22,2376.0
T10,2010-05-23,2626.0
T10,2010-05-24,6187.0
T10,2010-05-25,6624.0
T10,2010-05-26,7643.0
T10,2010-05-27,7205.0
T10,2010-05-28,8176.0
T10,2010-05-29,2756.0
T10,2010-05-30,1986.0
T10,2010-05-31,6695.0
T10,2010-06-01,7228.0
T10,2010-06-02,6856.0
T10,2010-06-03,7205.0
T10,2010-06-04,7625.0
T10,2010-06-05,2201.0
T10,2010-06-06,2181.0
T10,2010-06-07,5569.0
T10,2010-06-08,7296.0
T10,2010-06-09,6820.0
T10,2010-06-10,7669.0
T10,2010-06-11,8102.0
T10,2010-06-12,2930.0
T10,2010-06-13,2246.0
T10,2010-06-14,1342.0
T10,2010-06-15,7402.0
T10,2010-06-16,7331.0
T10,2010-06-17,7132.0
T10,2010-06-18,7781.0
T10,2010-06-19,2635.0
T10,2010-06-20,1629.0
T10,2010-06-21,7396.0
T10,2010-06-22,7453.0
T10,2010-06-23,7696.0
T10,2010-06-24,7796.0
T10,2010-06-25,6904.0
T10,2010-06-26,1726.0
T10,2010-06-27,1347.0
T10,2010-06-28,7236.0
T10,2010-06-29,7532.0
T10,2010-06-30,7300.0
T10,2010-07-01,8211.0
T10,2010-07-02,7381.0
T10,2010-07-03,2706.0
T10,2010-07-04,2074.0
T10,2010-07-05,7400.0
T10,2010-07-06,8493.0
T10,2010-07-07,7635.0
T10,2010-07-08,7697.0
T10,2010-07-09,7885.0
T10,2010-07-10,2541.0
T10,2010-07-11,2643.0
T10,2010-07-12,7578.0
T10,2010-07-13,7930.0
T10,2010-07-14,8058.0
T10,2010-07-15,8077.0
T10,2010-07-16,8991.0
T10,2010-07-17,2508.0
T10,2010-07-18,2294.0
T10,2010-07-19,7789.0
T10,2010-07-20,7811.0
T10,2010-07-21,7815.0
T10,2010-07-22,7709.0
T10,2010-07-23,9450.0
T10,2010-07-24,2843.0
T10,2010-07-25,2091.0
T10,2010-07-26,7537.0
T10,2010-07-27,7401.0
T10,2010-07-28,7742.0
T10,2010-07-29,8207.0
T10,2010-07-30,9379.0
T10,2010-07-31,4567.0
T10,2010-08-01,2182.0
T10,2010-08-02,7640.0
T10,2010-08-03,7631.0
T10,2010-08-04,7390.0
T10,2010-08-05,7842.0
T10,2010-08-06,8069.0
T10,2010-08-07,2598.0
T10,2010-08-08,2480.0
T10,2010-08-09,7969.0
T10,2010-08-10,6495.0
T10,2010-08-11,7314.0
T10,2010-08-12,8155.0
T10,2010-08-13,8049.0
T10,2010-08-14,3097.0
T10,2010-08-15,2207.0
T10,2010-08-16,7336.0
T10,2010-08-17,7962.0
T10,2010-08-18,7772.0
T10,2010-08-19,7932.0
T10,2010-08-20,9299.0
T10,2010-08-21,3005.0
T10,2010-08-22,2449.0
T10,2010-08-23,7620.0
T10,2010-08-24,7711.0
T10,2010-08-25,7554.0
T10,2010-08-26,8171.0
T10,2010-08-27,8036.0
T10,2010-08-28,3061.0
T10,2010-08-29,2752.0
T10,2010-08-30,7675.0
T10,2010-08-31,7893.0
T10,2010-09-01,6960.0
T10,2010-09-02,7845.0
T10,2010-09-03,7831.0
T10,2010-09-04,1767.0
T10,2010-09-05,1393.0
T10,2010-09-06,7374.0
T10,2010-09-07,7794.0
T10,2010-09-08,7972.0
T10,2010-09-09,8064.0
T10,2010-09-10,7710.0
T10,2010-09-11,2137.0
T10,2010-09-12,1448.0
T10,2010-09-13,7355.0
T10,2010-09-14,7752.0
T10,2010-09-15,7727.0
T10,2010-09-16,7715.0
T10,2010-09-17,7573.0
T10,2010-09-18,1903.0
T10,2010-09-19,1849.0
T10,2010-09-20,7009.0
T10,2010-09-21,7206.0
T10,2010-09-22,7349.0
T10,2010-09-23,6959.0
T10,2010-09-24,8102.0
T10,2010-09-25,1884.0
T10,2010-09-26,1667.0
T10,2010-09-27,6830.0
T10,2010-09-28,7339.0
T10,2010-09-29,7367.0
T10,2010-09-30,7637.0
T10,2010-10-01,7782.0
T10,2010-10-02,2243.0
T10,2010-10-03,1919.0
T10,2010-10-04,6786.0
T10,2010-10-05,7121.0
T10,2010-10-06,7067.0
T10,2010-10-07,7580.0
T10,2010-10-08,7627.0
T10,2010-10-09,2602.0
T10,2010-10-10,2179.0
T10,2010-10-11,6969.0
T10,2010-10-12,7224.0
T10,2010-10-13,7082.0
T10,2010-10-14,7220.0
T10,2010-10-15,6289.0
T10,2010-10-16,2361.0
T10,2010-10-17,1578.0
T10,2010-10-18,7170.0
T10,2010-10-19,7239.0
T10,2010-10-20,7259.0
T10,2010-10-21,7566.0
T10,2010-10-22,7900.0
T10,2010-10-23,2032.0
T10,2010-10-24,1881.0
T10,2010-10-25,7100.0
T10,2010-10-26,7409.0
T10,2010-10-27,7605.0
T10,2010-10-28,7717.0
T10,2010-10-29,7882.0
T10,2010-10-30,1760.0
T10,2010-10-31,1511.0
T10,2010-11-01,5178.0
T10,2010-11-02,1578.0
T10,2010-11-03,7082.0
T10,2010-11-04,7202.0
T10,2010-11-05,7428.0
T10,2010-11-06,2293.0
T10,2010-11-07,1271.0
T10,2010-11-08,7371.0
T10,2010-11-09,7674.0
T10,2010-11-10,7309.0
T10,2010-11-11,7870.0
T10,2010-11-12,6891.0
T10,2010-11-13,2065.0
T10,2010-11-14,1574.0
T10,2010-11-15,4722.0
T10,2010-11-16,3711.0
T10,2010-11-17,7877.0
T10,2010-11-18,7381.0
T10,2010-11-19,8753.0
T10,2010-11-20,2693.0
T10,2010-11-21,1593.0
T10,2010-11-22,7080.0
T10,2010-11-23,7035.0
T10,2010-11-24,7405.0
T10,2010-11-25,6886.0
T10,2010-11-26,7645.0
T10,2010-11-27,2117.0
T10,2010-11-28,1610.0
T10,2010-11-29,6744.0
T10,2010-11-30,7703.0
T10,2010-12-01,9300.0
T10,2010-12-02,8025.0
T10,2010-12-03,9138.0
T10,2010-12-04,3034.0
T10,2010-12-05,1780.0
T10,2010-12-06,6660.0
T10,2010-12-07,6550.0
T10,2010-12-08,6766.0
T10,2010-12-09,7372.0
T10,2010-12-10,8119.0
T10,2010-12-11,5230.0
T10,2010-12-12,1973.0
T10,2010-12-13,7240.0
T10,2010-12-14,7360.0
T10,2010-12-15,7854.0
T10,2010-12-16,7368.0
T10,2010-12-17,8065.0
T10,2010-12-18,2260.0
T10,2010-12-19,1235.0
T10,2010-12-20,6183.0
T10,2010-12-21,6585.0
T10,2010-12-22,6612.0
T10,2010-12-23,5622.0
T10,2010-12-24,4261.0
T10,2010-12-25,913.0
T10,2010-12-26,1154.0
T10,2010-12-27,1213.0
T10,2010-12-28,1247.0
T10,2010-12-29,3418.0
T10,2010-12-30,3321.0
T10,2010-12-31,4571.0
T10,2011-01-01,3373.0
T10,2011-01-02,1147.0
T10,2011-01-03,983.0
T10,2011-01-04,4779.0
T10,2011-01-05,4812.0
T10,2011-01-06,4922.0
T10,2011-01-07,4856.0
T10,2011-01-08,1331.0
T10,2011-01-09,1302.0
T10,2011-01-10,5700.0
T10,2011-01-11,6114.0
T10,2011-01-12,5935.0
T10,2011-01-13,5395.0
T10,2011-01-14,5852.0
T10,2011-01-15,1782.0
T10,2011-01-16,1481.0
T10,2011-01-17,5839.0
T10,2011-01-18,6031.0
T10,2011-01-19,6592.0
T10,2011-01-20,6873.0
T10,2011-01-21,6894.0
T10,2011-01-22,2788.0
T10,2011-01-23,1428.0
T10,2011-01-24,6149.0
T10,2011-01-25,6541.0
T10,2011-01-26,1108.0
T10,2011-01-27,6574.0
T10,2011-01-28,6536.0
T10,2011-01-29,1867.0
T10,2011-01-30,1258.0
T10,2011-01-31,6415.0
T10,2011-02-01,6599.0
T10,2011-02-02,7038.0
T10,2011-02-03,6744.0
T10,2011-02-04,6387.0
T10,2011-02-05,1752.0
T10,2011-02-06,1407.0
T10,2011-02-07,6680.0
T10,2011-02-08,6941.0
T10,2011-02-09,7259.0
T10,2011-02-10,6628.0
T10,2011-02-11,7000.0
T10,2011-02-12,2922.0
T10,2011-02-13,1545.0
T10,2011-02-14,6359.0
T10,2011-02-15,1758.0
T10,2011-02-16,1372.0
T10,2011-02-17,6308.0
T10,2011-02-18,6194.0
T10,2011-02-19,5451.0
T10,2011-02-20,5688.0
T10,2011-02-21,7279.0
T10,2011-02-22,1329.0
T10,2011-02-23,1105.0
T10,2011-02-24,1140.0
T10,2011-02-25,6356.0
T10,2011-02-26,5992.0
T10,2011-02-27,6270.0
T10,2011-02-28,6146.0
T10,2011-03-01,1870.0
T10,2011-03-02,1309.0
T10,2011-03-03,5864.0
T10,2011-03-04,6026.0
T10,2011-03-05,6280.0
T10,2011-03-06,5545.0
T10,2011-03-07,5830.0
T10,2011-03-08,2427.0
T10,2011-03-09,2257.0
T10,2011-03-10,6110.0
T10,2011-03-11,6324.0
T10,2011-03-12,5939.0
T10,2011-03-13,6470.0
T10,2011-03-14,6594.0
T10,2011-03-15,2107.0
T10,2011-03-16,1333.0
T10,2011-03-17,5871.0
T10,2011-03-18,6415.0
T10,2011-03-19,6413.0
T10,2011-03-20,6563.0
T10,2011-03-21,6475.0
T10,2011-03-22,1443.0
T10,2011-03-23,1753.0
T10,2011-03-24,5960.0
T10,2011-03-25,5063.0
T10,2011-03-26,5908.0
T10,2011-03-27,5910.0
T10,2011-03-28,6289.0
T10,2011-03-29,1534.0
T10,2011-03-30,1624.0
T10,2011-03-31,5950.0
T10,2011-04-01,6386.0
T10,2011-04-02,5298.0
T10,2011-04-03,6179.0
T10,2011-04-04,2295.0
T10,2011-04-05,2112.0
T10,2011-04-06,1937.0
T10,2011-04-07,1131.0
T10,2011-04-08,1038.0
T10,2011-04-09,5263.0
T10,2011-04-10,5535.0
T10,2011-04-11,5687.0
T10,2011-04-12,1664.0
T10,2011-04-13,1365.0
T10,2011-04-14,5963.0
T10,2011-04-15,6218.0
T10,2011-04-16,6091.0
T10,2011-04-17,5909.0
T10,2011-04-18,5940.0
T10,2011-04-19,1453.0
T10,2011-04-20,1195.0
T10,2011-04-21,6737.0
T10,2011-04-22,6164.0
T10,2011-04-23,5621.0
T10,2011-04-24,4855.0
T10,2011-04-25,5937.0
T10,2011-04-26,1480.0
T10,2011-04-27,1278.0
T10,2011-04-28,5752.0
T10,2011-04-29,6111.0
T10,2011-04-30,6762.0
T10,2011-05-01,6809.0
T10,2011-05-02,9240.0
T10,2011-05-03,2797.0
T10,2011-05-04,2330.0
T10,2011-05-05,6467.0
T10,2011-05-06,6650.0
T10,2011-05-07,6840.0
T10,2011-05-08,6596.0
T10,2011-05-09,6954.0
T10,2011-05-10,2457.0
T10,2011-05-11,2005.0
T10,2011-05-12,6291.0
T10,2011-05-13,6799.0
T10,2011-05-14,6688.0
T10,2011-05-15,6247.0
T10,2011-05-16,6736.0
T10,2011-05-17,1855.0
T10,2011-05-18,1716.0
T10,2011-05-19,6684.0
T10,2011-05-20,7639.0
T10,2011-05-21,6300.0
T10,2011-05-22,6913.0
T10,2011-05-23,7449.0
T10,2011-05-24,2045.0
T10,2011-05-25,2604.0
T10,2011-05-26,1180.0
T10,2011-05-27,6498.0
T10,2011-05-28,6902.0
T10,2011-05-29,6750.0
T10,2011-05-30,7279.0
T10,2011-05-31,2604.0
T10,2011-06-01,2175.0
T10,2011-06-02,6400.0
T10,2011-06-03,6371.0
T10,2011-06-04,6634.0
T10,2011-06-05,6986.0
T10,2011-06-06,7020.0
T10,2011-06-07,2127.0
T10,2011-06-08,2284.0
T10,2011-06-09,6447.0
T10,2011-06-10,6795.0
T10,2011-06-11,6989.0
T10,2011-06-12,7397.0
T10,2011-06-13,8098.0
T10,2011-06-14,3071.0
T10,2011-06-15,1904.0
T10,2011-06-16,6439.0
T10,2011-06-17,7053.0
T10,2011-06-18,6770.0
T10,2011-06-19,6672.0
T10,2011-06-20,7037.0
T10,2011-06-21,2142.0
T10,2011-06-22,2011.0
T10,2011-06-23,6448.0
T10,2011-06-24,6889.0
T10,2011-06-25,6483.0
T10,2011-06-26,6881.0
T10,2011-06-27,7067.0
T10,2011-06-28,2526.0
T10,2011-06-29,1727.0
T10,2011-06-30,6231.0
T10,2011-07-01,6854.0
T10,2011-07-02,6935.0
T10,2011-07-03,6758.0
T10,2011-07-04,8321.0
T10,2011-07-05,2417.0
T10,2011-07-06,2056.0
T10,2011-07-07,5848.0
T10,2011-07-08,6992.0
T10,2011-07-09,6916.0
T10,2011-07-10,7229.0
T10,2011-07-11,8466.0
T10,2011-07-12,2252.0
T10,2011-07-13,1428.0
T10,2011-07-14,6608.0
T10,2011-07-15,6948.0
T10,2011-07-16,7141.0
T10,2011-07-17,7024.0
T10,2011-07-18,7421.0
T10,2011-07-19,2654.0
T10,2011-07-20,1345.0
T10,2011-07-21,6384.0
T10,2011-07-22,5885.0
T10,2011-07-23,5979.0
T10,2011-07-24,6283.0
T10,2011-07-25,8098.0
T10,2011-07-26,3227.0
T10,2011-07-27,2047.0
T10,2011-07-28,6161.0
T10,2011-07-29,6999.0
T10,2011-07-30,6266.0
T10,2011-07-31,6418.0
T10,2011-08-01,8896.0
T10,2011-08-02,2701.0
T10,2011-08-03,1514.0
T10,2011-08-04,6396.0
T10,2011-08-05,6714.0
T10,2011-08-06,6834.0
T10,2011-08-07,6899.0
T10,2011-08-08,6696.0
T10,2011-08-09,2584.0
T10,2011-08-10,2138.0
T10,2011-08-11,6405.0
T10,2011-08-12,6668.0
T10,2011-08-13,6480.0
T10,2011-08-14,6504.0
T10,2011-08-15,6925.0
T10,2011-08-16,2267.0
T10,2011-08-17,2020.0
T10,2011-08-18,6605.0
T10,2011-08-19,6226.0
T10,2011-08-20,6667.0
T10,2011-08-21,6566.0
T10,2011-08-22,6087.0
T10,2011-08-23,2591.0
T10,2011-08-24,1267.0
T10,2011-08-25,6250.0
T10,2011-08-26,6622.0
T10,2011-08-27,6809.0
T10,2011-08-28,6663.0
T10,2011-08-29,6762.0
T10,2011-08-30,1981.0
T10,2011-08-31,1456.0
T10,2011-09-01,6594.0
T10,2011-09-02,6510.0
T10,2011-09-03,6503.0
T10,2011-09-04,6800.0
T10,2011-09-05,6765.0
T10,2011-09-06,1910.0
T10,2011-09-07,1887.0
T10,2011-09-08,6491.0
T10,2011-09-09,6390.0
T10,2011-09-10,5141.0
T10,2011-09-11,5568.0
T10,2011-09-12,6713.0
T10,2011-09-13,1642.0
T10,2011-09-14,1299.0
T10,2011-09-15,6074.0
T10,2011-09-16,6457.0
T10,2011-09-17,6817.0
T10,2011-09-18,6307.0
T10,2011-09-19,6325.0
T10,2011-09-20,3226.0
T10,2011-09-21,1346.0
T10,2011-09-22,6287.0
T10,2011-09-23,6145.0
T10,2011-09-24,6315.0
T10,2011-09-25,6509.0
T10,2011-09-26,6577.0
T10,2011-09-27,1737.0
T10,2011-09-28,1232.0
T10,2011-09-29,6182.0
T10,2011-09-30,6579.0
T10,2011-10-01,6472.0
T10,2011-10-02,6684.0
T10,2011-10-03,6501.0
T10,2011-10-04,2762.0
T10,2011-10-05,1744.0
T10,2011-10-06,5665.0
T10,2011-10-07,6097.0
T10,2011-10-08,6857.0
T10,2011-10-09,6676.0
T10,2011-10-10,6923.0
T10,2011-10-11,1979.0
T10,2011-10-12,1499.0
T10,2011-10-13,4583.0
T10,2011-10-14,1301.0
T10,2011-10-15,6430.0
T10,2011-10-16,6064.0
T10,2011-10-17,6439.0
T10,2011-10-18,2558.0
T10,2011-10-19,1261.0
T10,2011-10-20,5673.0
T10,2011-10-21,5940.0
T10,2011-10-22,6035.0
T10,2011-10-23,6329.0
T10,2011-10-24,6343.0
T10,2011-10-25,2128.0
T10,2011-10-26,1675.0
T10,2011-10-27,6081.0
T10,2011-10-28,6315.0
T10,2011-10-29,6290.0
T10,2011-10-30,6345.0
T10,2011-10-31,6608.0
T10,2011-11-01,2015.0
T10,2011-11-02,1877.0
T10,2011-11-03,6173.0
T10,2011-11-04,6330.0
T10,2011-11-05,6223.0
T10,2011-11-06,6381.0
T10,2011-11-07,6261.0
T10,2011-11-08,2222.0
T10,2011-11-09,1733.0
T10,2011-11-10,5700.0
T10,2011-11-11,4839.0
T10,2011-11-12,5757.0
T10,2011-11-13,10439.0
T10,2011-11-14,7254.0
T10,2011-11-15,2449.0
T10,2011-11-16,1484.0
T10,2011-11-17,6121.0
T10,2011-11-18,7466.0
